央视一套,#genre#
探索动力,http://v3948069e.live.126.net/live/d7b5faab586b2927e5274396a5056805.flv
探索亚洲,http://v3948069e.live.126.net/live/b80704b2f672b3cc6a0cf7e9bce8a801.flv
Fashionone,http://v3948069e.live.126.net/live/1a2b7dd4a0e3407dee542587fab1f4bc.flv
TRACESport,http://v3948069e.live.126.net/live/bb08369ddc7322070e9e5746e9147a88.flv
MediciArts,http://v3948069e.live.126.net/live/90eb2787f419e75833f8e166e788467f.flv
MezzoLive,http://v3948069e.live.126.net/live/6e2a8c9ea5df3673f897dc4906602082.flv
纬来体育,http://v3948069e.live.126.net/live/714d1d32e772a0ac7ee5251fa6d1c2cd.flv
arirang,https://playks.shangzhibo.tv/live/c01cb34281-91c01cb34281-623d4109384284137e081ad0bbf3f50a-A-0-1.flv
印度音乐台,http://d2q8p4pe5spbak.cloudfront.net/bpk-tv/9XM/9XM.isml/9XM-audio_208482_und=208000-video=877600.m3u8
法国24台英语,http://static.france24.com/live/F24_EN_LO_HLS/live_web.m3u8
俄罗斯IGITV蓝光,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
新加坡,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
日本l全天新闻,https://n24-cdn-live.ntv.co.jp/ch01/High.m3u8
ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
越南和平HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
越南ktv,http://210.245.20.94/hls/ktv1.m3u8
泰国lNBT 曼谷频道,http://live.prd.go.th:1935/live/ch1_L.sdp/chunklist.m3u8
泰国PBS,http://thaipbs-live.cdn.byteark.com/live-en/playlist_720p/index.m3u8
蒙古国lMNB,http://103.14.38.107:1935/live/mnb.stream/master.m3u8
阿尔巴利亚,http://tvsn-i.akamaihd.net/hls/live/261837/expo/expo_750.m3u8
彭博财经(美)Bloomberg TV,http://liveproduseast.akamaized.net/us/Channel-USTV-AWS-virginia-1/Source-USTV-1000-1_live.m3u8
美国CSBN,https://cbsnhls-i.akamaihd.net/hls/live/264710/cbsn_hlsprod_2/master_360.m3u8
美国购物QVC TV  UK,http://live.qvcuk.simplestreamcdn.com/live/qvcuk_main_clean/bitrate1.isml/3/prog_index.m3u8
美国购物QVC Beauty TV  UK,http://live.qvcuk.simplestreamcdn.com/live/qvcuk_beauty_clean/bitrate1.isml/3/prog_index.m3u8
美国Denver 8 TV,http://granicusliveus8-a.akamaihd.net/denver/G0080_002/chunklist.m3u8
美国TVW2,http://d3ktuc8v2sjk6m.cloudfront.net/livetv/ngrp:TVW2_all/master.m3u8
Hope俄罗斯,https://live-tvhope.cdnvideo.ru/tvhope-pull/tvhope_1/chunklist.m3u8
斯诺伐克l J O J 频道,http://nn2.joj.sk/hls/joj-540.m3u8
斯洛伐克l WAU 频道,http://nn2.joj.sk/hls/wau-540.m3u8
阿联酋l迪拜赛马,http://dmisvthvll.cdn.mangomolo.com/events/smil:events.smil/chunklist_b1600000.m3u8
阿联酋l迪拜萨马,http://dmieigthvll.cdn.mangomolo.com/samadubai/smil:samadubai.stream.smil/chunklist_b1600000.m3u8
越南越南,http://antvlive.ab5c6921.cdnviet.com/antv/chunklist.m3u8
以色列1,https://kanlivep2event-i.akamaihd.net/hls/live/747600/747600/master.m3u8
以色列2,https://dvr.ch20-cdnwiz.com/mobilehls/dvr.m3u8
以色列4,http://rtb-channel.glue.live/smil:rtb1/playlist_sleng.m3u8
澳大利亚赛马网,https://racingvic-i.akamaized.net/hls/live/598695/racingvic/268.m3u8
全美電視,https://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
KPRF,http://kprf-htlive.cdn.ngenix.net/live/_definst_/stream_high/chunklist.m3u8
Ytv,http://streams.sibinformburo.cdnvideo.ru/sibinformburo/sibinformburo.sdp/chunklist.m3u8
TVS,http://cdn-lt-live.tvsyd.dk/dc-1/live/hls/p/1956351/e/0_e9slj9wh/t/ut3_n5VQ1FqzlqMhwbQmJg/index-s32.m3u8
VB,http://live.tv2bornholm.dk/stream/live/chunklist.m3u8
REUN,https://livefta.malimarcdn.com/ftaedge00/houngfa.sdp/chunklist.m3u8
THAIPBS-3,http://thaipbs-live.cdn.byteark.com/live/playlist_480p/index.m3u8
越南PTP hd,http://113.161.4.48:8080/phuyen/tv.m3u8
CGTN Documentary,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN Русский,http://liveru.cgtn.com/1000r/prog_index.m3u8
Fashion TV (SK),http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
 Fashion & Lifestyle (UA),http://95.67.47.115/hls/hdfashion_ua_low/index.m3u8
WOW!TV,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/chunklist_w454258933.m3u8
WOW!TV,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/chunklist_w84588335.m3u8
American Horrors,http://170.178.189.66:1935/live/Stream1/.m3u8
Ariana TV,http://d2g7v53450s2i2.cloudfront.net/ATNUS/streamdelay/chunklist_w1314452267.m3u8
Arirang TV,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
Bambarbia TV,http://cdn1.live-tv.od.ua:8081/bbb/bbbtv-abr/bbb/bbbtv-720p/playlist.m3u8
Bloomberg (EN),https://liveprodeuwest.akamaized.net/eu1/Channel-EUTVqvs-AWS-ireland-1/Source-EUTVqvs-700-1_live.m3u8
California Music Channel,https://cmctv.ios.internapcdn.net/cmctv_vitalstream_com/live_1/CMC-TV/master.m3u8
CBSN,https://cbsnhls-i.akamaihd.net/hls/live/264710/cbsn_hlsprod_2/master_700.m3u8
Classique TV,http://stmv3.srvstm.com/classique/classique/playlist.m3u8
CMC TV,http://cmctv.ios.internapcdn.net/cmctv_vitalstream_com/live_1/CMC-TV/CMC-TV.m3u8
Music Box (SK),http://80.94.54.42/tvnasa/stream/playlist.m3u8
MUSIC JAPAN,http://122.155.180.8:5021/live/495
Music Top,http://live-edge01.telecentro.net.ar/live/smil:musictop.smil/chunklist_w538311571_b364000_sleng.m3u8
Music Top |,http://live-edge01.telecentro.net.ar/live/msctphd-720/playlist.m3u8
Russian Music Box,http://serv25.vintera.tv:8081/test/rusmusbox/playlist.m3u8
Sky Folk TV,http://eu.live.skyfolk.mk/live.m3u8
NBC,http://161.0.157.5/PLTV/88888888/224/3221227040/index.m3u8
NBC,http://161.0.157.51/PLTV/88888888/224/3221227040/01.m3u8
NEWS 24,http://tv.balkanweb.com:8081/news24/livestream/chunks.m3u8
News 24 Balkan,http://tv.balkanweb.com/news24/livestream/playlist.m3u8
News Center 7 (Ohio),http://svc-lvanvato-cxtv-whio.cmgvideo.com/whio/2596k/index.m3u8
Red Bull TV,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master.m3u8
Red Bull TV,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
Redcom TV (Хабаровск),https://tvstreamer.redcom.ru/Redcams/index.m3u8
Dubai Sports,http://dmitnthvll.cdn.mangomolo.com/dubaisports/smil:dubaisports.smil/chunklist_b1600000.m3u8
Esperanza TV,https://bcliveunivsecure-lh.akamaihd.net/i/Esperanza_1@571273/index_1096_av-p.m3u8
France 24 (ESP),http://f24hls-i.akamaihd.net/hls/live/520845/F24_ES_HI_HLS/master_2000.m3u8
France 24 Arabic,http://static.france24.com/live/F24_AR_LO_HLS/live_web.m3u8
Hope TV (ESP),http://bcliveunivsecure-lh.akamaihd.net/i/IADSpanish_1@572888/index_596_av-p.m3u8
TV 5,http://hls.cdn.ua/tv5.zp.ua_live/_definst_:tv5/playlist.m3u8
TV5 Monde,http://v3plusinfo247hls-i.akamaihd.net/hls/live/218877/v3plusinfo247hls/v3plusinfo247hls_1_6.m3u8
TV7+ (Хмельн),http://tv7plus.com/hls/tv7_site.m3u8
日本 Ⅰ TOKYO,http://movie.mcas.jp/mcas/gm2_2/chunklist.m3u8
日本 Ⅰ 全天新闻,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
日本 Ⅰ 声优广播,http://www.uniqueradio.jp/agplayerf/hls/Active.m3u8
日本 Ⅰ 日本购物,http://bcsecurelivehls-i.akamaihd.net/hls/live/265320/5043843989001/140130JTDX/index_600.m3u8
日本 Ⅰ 宝石GSTV,https://gemstv.wide-stream.net/gemstv01/smil:gemstv01.smil/chunklist_w1860888413_b600000.m3u8
日本 Ⅰ 宝石GSTV,https://gemstv.wide-stream.net/gemstv01/smil:gemstv01.smil/playlist.m3u8
卡塔尔 Ⅰ 卡斯体育,http://www.elahmad.com/tv/m3u8/alkass.m3u8?id=alkass3
阿联酋 Ⅰ ATV 1,http://85.132.81.184:8080/atv/index.m3u8
阿联酋 Ⅰ ATV 2,http://85.132.81.184:8080/atv-2/index.m3u8
阿联酋 Ⅰ ATV 4,http://85.132.81.184:8080/atv-4/index.m3u8
俄罗斯 Ⅰ FM 音乐频道,http://rtmp.one.by:1200
俄罗斯 Ⅰ OR 音乐频道,http://rtmp.one.by:2200/
爱我三区,#genre#
广东南方卫视,P2p://147.135.39.171:9906/5e9b44990007031ab418f5727d7a3381.ts

珠江台,P2p://147.135.39.171:9906/5e9b4498000b3c01b418f29340100956.ts

广东体育HD,P2p://147.135.39.171:9906/5e9b449900018c4cb418f40a235e5d72.ts

新视觉HD,P2p://147.135.39.171:9906/5e9b4b120003d450b4323d3f070d7242.ts

RTHK31,P2p://147.135.39.171:9906/5e9fd724000764a5c5f564790eb03709.ts

RTHK32,P2p://147.135.39.171:9906/5e9fd724000d1fc7c5f565f078712f85.ts

凤凰中文台,P2p://147.135.39.171:9906/5f325761000620a283ecc2c8321a7d61.ts

凤凰香港台,P2p://147.135.39.171:9906/5f3257610007e53983ecc3354ee27db6.ts

凤凰资讯台,P2p://147.135.39.171:9906/5f32576100041fba83ecc23b4fe71c96.ts

香港开电视,P2p://147.135.39.171:9906/5e9fd74f000449a9c5f60ba621430299.ts

?翡翠台,P2p://147.135.39.171:9906/5f29b38e0002c26d622cbe2d7ef03624.ts

翡翠台(备),P2p://147.135.39.171:9906/5f53059a000e4b320395a00d614c4497.ts

J2,P2p://147.135.39.171:9906/5defdab5000c62a56ea0b90a0b532a03.ts

无线新闻台,P2p://147.135.39.171:9906/5f1670d00000374416efe1e74e7f2821.ts

无线新闻台(备),P2p://147.135.39.171:9906/5f15d52c0005c5bc148feaae38e830e8.ts

明珠台,P2p://147.135.39.171:9906/5defe1400004ed256eba461e3fa17ad5.ts

无线财经资讯台,P2p://147.135.39.171:9906/5e975a520003b3a4a4cdbd1e7a4a258e.ts

ViuTV,P2p://147.135.39.171:9906/5d9a2e7b000d28609cc0d68b68a05dd1.ts

ViuTVsix,P2p://147.135.39.171:9906/5d9a2e7c0000af799cc0d74673341867.ts

耀才财经台,rtmp://202.69.69.180:443/webcast/bshdlive-pc

Mediacorp5,P2p://147.135.39.171:9906/5ea29be000056759d0c5e25c6faf4d5e.ts

Mediacorp8,P2p://147.135.39.171:9906/5ea29be0000e37c8d0c5e49e1d7e2fe9.ts

Suria,P2p://147.135.39.171:9906/5ea53aef000da536db0349674f85730c.ts

Vasantham TV,P2p://147.135.39.171:9906/5ea53b31000978a0db044a1d66cb6b06.ts

CHANNEL NEWSASIA,P2p://147.135.39.171:9906/5e9e806300039955c0ba819751806e57.ts

MediacorpU,P2p://147.135.39.171:9906/5ea29be100062894d0c5e6736df27aa0.ts

澳门卫视,P2p://147.135.39.171:9906/5f5f266400058adc32f5c5f52daa336c.ts

澳亚卫视,P2p://147.135.39.171:9906/5f5f2acf000683923307082c4d59188d.ts

澳门-Macau,P2p://147.135.39.171:9906/5f5f2acf000c900e330709b24b692ab0.ts

澳门莲花,P2p://147.135.39.171:9906/5eb29ebb000185ac0f512ced64dc1bd4.ts

now新闻台,P2p://147.135.39.171:9906/5f5119b50004c84afc1413ea30650d7b.ts

now直播台,P2p://147.135.39.171:9906/5f36d6960000b7b0957da868172e4aad.ts

民视HD,P2p://147.135.39.171:9906/5ea4852c00050ce0d83d456d45c920f7.ts

民视新闻台,P2p://147.135.39.171:9906/5ea522940007279ddaa4243912175fe1.ts

民视新闻台,http://6.mms.vlog.xuite.net/hls/ftvtv/index.m3u8

台视HD,P2p://147.135.39.171:9906/5e59fad5000832893b0c1fb83c050635.ts

中视HD,P2p://147.135.39.171:9906/5e7cf2610003655a3da780b8383c7868.ts

华视HD,P2p://147.135.39.171:9906/5e7cf2610009c2c53da7824e77346905.ts

公视HD,P2p://147.135.39.171:9906/5e9e760d00082ccec09222e0768b3cba.ts

八大综合台,P2p://147.135.39.171:9906/5e9e749a000d3deac08c7af061bf4966.ts

八大娱乐台,P2p://147.135.39.171:9906/5e9e749b00099094c08c7dde5ba80b06.ts

八大第一台,P2p://147.135.39.171:9906/5e9e749b00040aaac08c7c7774062e4f.ts

八大戏剧台,P2p://147.135.39.171:9906/5e9e749a0007249ec08c795a648451d4.ts

东森新闻,P2p://147.135.39.171:9906/5f167315000ed32216f8c32859024c90.ts

东森财经新闻,P2p://147.135.39.171:9906/5eec88f90004b79cf18c98952f812d55.ts

东森亚洲,P2p://147.135.39.171:9906/5ede6859000be2b3ba5d17d529f60875.ts

东森综合,P2p://147.135.39.171:9906/5eb29b860006eefb0f44a74c7d3950ab.ts

东森电影,P2p://147.135.39.171:9906/5defe13e0007d9d56eba3f090a5f5661.ts

东森洋片,P2p://147.135.39.171:9906/5ea13baf000efb4ecb66256578d5166f.ts

东森戏剧,P2p://147.135.39.171:9906/5eb29b86000c614d0f44a8b302d67a7e.ts

东森超视,P2p://147.135.39.171:9906/5e7cf271000168dd3da7beac2d47191e.ts

东森幼幼,P2p://147.135.39.171:9906/5e7cf98d000118463dc383fc2a2c3dc9.ts

三立新闻,P2p://147.135.39.171:9906/5f36d322000a530495702db9262725dd.ts

三立财经台,P2p://147.135.39.171:9906/5ea13bb00007ef12cb662788049d46cf.ts

三立综合台,P2p://147.135.39.171:9906/5ea13fe00008dee7cb76834775f82877.ts

三立台湾台,P2p://147.135.39.171:9906/5f36d32200078f4a95702d0e489877f6.ts

三立都会台,P2p://147.135.39.171:9906/5f36d32200090b2f95702d6b2a21517c.ts

纬来戏剧,P2p://147.135.39.171:9906/5dfb22fe0007e7e5170148dc58a73c8f.ts

纬来综合,P2p://147.135.39.171:9906/5e9e6e69000b4094c0744b0b13c15289.ts

纬来电影,P2p://147.135.39.171:9906/5e9b449a00082550b418f99837b132a5.ts

纬来育乐,P2p://147.135.39.171:9906/5e9e72fe00062f43c0862fbb1fb33e3f.ts

纬来日本,P2p://147.135.39.171:9906/5e9b449a0002edbbb418f850343a565d.ts

纬来体育,P2p://147.135.39.171:9906/5e9b4499000c2343b418f6ba6f8227e4.ts

中天新闻,P2p://147.135.39.171:9906/5eec7db90008195bf160a77f5d316f05.ts

中天新闻(H.265),P2p://147.135.39.171:9906/5d9a3461000c5e329cd7e0cc2586313a.ts

中天综合,P2p://147.135.39.171:9906/5e7cf98b000f2c2a3dc37fc6663e2451.ts

中天娱乐,P2p://147.135.39.171:9906/5defdaa0000974136ea066475c980b2d.ts

TVBS新闻,P2p://147.135.39.171:9906/5ea4852100052c6fd83d1a840a5e74b2.ts

TVBS,P2p://147.135.39.171:9906/5f2c407d000f150b6c2346e221a0451b.ts

TVBS欢乐,P2p://147.135.39.171:9906/5ea13fd1000849aacb76488073a656f2.ts

寰宇新闻台,P2p://147.135.39.171:9906/5cc68d1700042feefadeb4a262de7324.ts

壹电视新闻,P2p://147.135.39.171:9906/5ede0911000cbd09b8e8e6d42be1693c.ts

壹电视综合,P2p://147.135.39.171:9906/5ee385f50006a708ce58bfde6dca70d4.ts

非凡新闻,P2p://147.135.39.171:9906/5e5a0a88000184ac3b49713b638b501b.ts

年代新闻,P2p://147.135.39.171:9906/5f200a9d0005e6293c70bf411b7c130c.ts

mio Stadium,P2p://147.135.39.171:9906/5d6b7e97000f0537e0d92571650c0e7a.ts

mio Stadium 2,P2p://147.135.39.171:9906/5d761ef6000df28e0f9a40de2c3d62bb.ts

龙华电影,P2p://147.135.39.171:9906/5e975a5100046cd4a4cdb96549212d2b.ts

FOX SPORTS(台湾),P2p://147.135.39.171:9906/5ee3894d000983f2ce65d05916fb74df.ts

FOX体育台,P2p://147.135.39.171:9906/5e5a0c21000ae2fd3b4fb144005e7ca2.ts

FOX体育台2,P2p://147.135.39.171:9906/5e5a0c1500031eca3b4f80701a63557e.ts

FOX体育台3,P2p://147.135.39.171:9906/5e5a0a86000b5a873b496bec12b01e3b.ts

EYE TV旅游,P2p://147.135.39.171:9906/5eb5302a000e2110195949c1104f58d8.ts

Food Network,P2p://147.135.39.171:9906/5d9a2611000610959c9ff6b605c1339e.ts

TLC旅游台,P2p://147.135.39.171:9906/5cc692b800066481faf4b217169a5a1b.ts

爱尔达体育1台,P2p://147.135.39.171:9906/5e7cf98c00060e963dc3815c316636de.ts

爱尔达体育2台,P2p://147.135.39.171:9906/5e7cf264000a88743da78e456d1b6180.ts

爱尔达体育3台,P2p://147.135.39.171:9906/5e7cf98d000729c73dc38592441f1b5a.ts

博斯无限,P2p://147.135.39.171:9906/5defdab600015d2f6ea0ba230ef664fe.ts

博斯高球,P2p://147.135.39.171:9906/5defe13d000eb2006eba3ce647e056da.ts

博斯网球,P2p://147.135.39.171:9906/5defe13d0008ad4b6eba3b603e5d1ebb.ts

博斯运动,P2p://147.135.39.171:9906/5defdab60006b85e6ea0bb7b06aa7d1f.ts

ELEVEN体育1台,P2p://147.135.39.171:9906/5eb29942000375f80f3bccc20a8f53e8.ts

ELEVEN体育2台,P2p://147.135.39.171:9906/5eb299c800045a3d0f3dd87012f8418c.ts

OUTDOOR HD,P2p://147.135.39.171:9906/5eb2a08a0005f30e0f583eae16ae002e.ts

Z频道,P2p://147.135.39.171:9906/5e9b4b1200093ac2b4323ea63695594b.ts

星卫HD电影台,P2p://147.135.39.171:9906/5e9b4b1300069e38b43241e231037404.ts

卫视西片,P2p://147.135.39.171:9906/5e7cf2710006c39d3da7c01341645170.ts

卫视中文台,P2p://147.135.39.171:9906/5defdaa1000b1a3d6ea06a9c17f77c44.ts

天映经典,P2p://147.135.39.171:9906/5e7cf98f00024e183dc38c1a5eb34315.ts

天映频道,P2p://147.135.39.171:9906/5e7cfab00001b8d03dc7f4e34dfd4368.ts

龙祥电影,P2p://147.135.39.171:9906/5e7cf98e000cd16b3dc38ae278e073ec.ts

美亚电影台HD,P2p://147.135.39.171:9906/5e7cf98e00020cab3dc388220eeb0f7e.ts

好莱坞电影台,P2p://147.135.39.171:9906/5e7cf98e0006ee193dc3896b4e817161.ts

HKC电影台,P2p://147.135.39.171:9906/5f15d56b0009f5ef1490e1e012d438e5.ts

凤凰电影台,P2p://147.135.39.171:9906/5e9b4e750002f3b7b43f77c81486506f.ts

AXN,P2p://147.135.39.171:9906/5e7cf98f000d3ec43dc38ee9739950cb.ts

CINEMAX,P2p://147.135.39.171:9906/5d9a26b0000b16229ca2651679a25739.ts

FOX HD,P2p://147.135.39.171:9906/5ea13fe000031a3acb7681c056f53bb5.ts

FOX动作电影,P2p://147.135.39.171:9906/5ea13fe100005a81cb7684fc6e2766c4.ts

FOX优质影院,P2p://147.135.39.171:9906/5d9a33bb000a299f9cd557cf4d121c23.ts

FOX家庭影院,P2p://147.135.39.171:9906/5ea13bb0000c242fcb66289275e41d0b.ts

FOX犯罪影院,P2p://147.135.39.171:9906/5ea13bb10001df6fcb6629da1a076a80.ts

HBO HD,P2p://147.135.39.171:9906/5e59fae3000b3dac3b0c57342fd33ba0.ts

HBO Signature,P2p://147.135.39.171:9906/5eb3cc99000aa55e13ec5a6e1cb7093f.ts

HBO Hits,P2p://147.135.39.171:9906/5eb3cc990005815c13ec59265dc86656.ts

HITS,P2p://147.135.39.171:9906/5ed1603f0006f0c387755fa818635fdb.ts

KIX,P2p://147.135.39.171:9906/5ed1603f000d135b8775612e2a3f7c34.ts

Thrill,P2p://147.135.39.171:9906/5ed15ffd0002a6fa87745cbf1c0f1bd0.ts

华纳电视频道,P2p://147.135.39.171:9906/5defdaa0000d7e3f6ea0675076d26f43.ts

BBC Cbeebies(英语),P2p://147.135.39.171:9906/5dea93910008156c5a02c21b24cc6be4.ts

Nick Jr.(英语),P2p://147.135.39.171:9906/5dea9391000dacc55a02c39228854fcb.ts

Animax,P2p://147.135.39.171:9906/5d9a25ad00050d2e9c9e6fc864b540d4.ts

i-Fun动漫台,P2p://147.135.39.171:9906/5f61fe50000d7dad3e1139d934600a37.ts

Disney Junior,P2p://147.135.39.171:9906/5ece9f9a0001c4dd7cb4c8f0195f26a2.ts

Disney XD,P2p://147.135.39.171:9906/5ece9f9a00077db97cb4ca673b8f3103.ts

迪士尼频道(粤语),P2p://147.135.39.171:9906/5e98a1410004fff3a9cad3045ac83cb9.ts

迪士尼频道,P2p://147.135.39.171:9906/5dea93920003218e5a02c4ca21f02f09.ts

nickelodeon,P2p://147.135.39.171:9906/5d0e403800011a4910fbd8d44f7a61bc.ts

CN卡通频道,P2p://147.135.39.171:9906/5defe14000091d616eba47377b3a16c4.ts

CN卡通频道(英语),P2p://147.135.39.171:9906/5dea93910003206a5a02c0e279871b82.ts

Boomerang(英语),P2p://147.135.39.171:9906/5dea9390000d3b785a02bf8a11dd08b9.ts

MOMO亲子台,P2p://147.135.39.171:9906/5cc68d17000c69a4fadeb6c56c456357.ts

霹雳台湾台,P2p://147.135.39.171:9906/5eb29fdf000086880f55a14e1d6461c4.ts

国兴卫视,P2p://147.135.39.171:9906/5cc692b80007c375faf4b274502c5f68.ts

MTV,P2p://147.135.39.171:9906/5e975a500008d0a0a4cdb69671c34c21.ts

高点综合台,P2p://147.135.39.171:9906/5ede79e400080386baa19dd37ef10dd6.ts

番薯TV,http://210.209.3.1/live/C02DD98E-593E-47A8-905C-3B101183A555?fmt=x264_500K_ts&amp;cpid=admin&amp;size

大爱,P2p://147.135.39.171:9906/5e6003e8000acb9e529f929c58ca20eb.ts

大爱2台,P2p://147.135.39.171:9906/5ee385f4000c2291ce58bd5d3ac82d3f.ts

佛卫慈悲台,P2p://147.135.39.171:9906/5ede79e4000e493cbaa19f79282b2078.ts

希望电视台,http://bcliveuniv-lh.akamaihd.net/i/Live_1@384161/index_1200_av-p.m3u8

唯心电视,http://210.209.3.1/live/939B3234-4B4E-2CD3-4B6E-2DCAE6F15439?fmt=x264_500K_ts&amp;cpid=admin&amp;size=720X480&amp;toflv=1&amp;start=0

Channel 5,P2p://147.135.39.171:9906/5eab16a2000e9705f1e57cdd3c217e98.ts

NBT,P2p://147.135.39.171:9906/5eab16a4000770c5f1e582d86a280825.ts

Channel 3 HD,P2p://147.135.39.171:9906/5eab16a500091c6ff1e5872e15732e51.ts

MCOT HD,P2p://147.135.39.171:9906/5eab1ad5000d4f80f1f5e3b77c440185.ts

TNN24,P2p://147.135.39.171:9906/5eab1ad30006e303f1f5da420f965349.ts

new tv,P2p://147.135.39.171:9906/5eab19ed00060787f1f257a353405667.ts

News11,P2p://147.135.39.171:9906/5eab1ad300015544f1f5d8da27e72f1a.ts

SMM TV,P2p://147.135.39.171:9906/5eab16a50003a085f1e585c666d647c6.ts

Voice TV,P2p://147.135.39.171:9906/5eab1ad400028e91f1f5dd1053d34ab3.ts

Nation TV,P2p://147.135.39.171:9906/5eab16a700027341f1e58d485d817398.ts

Workpoint TV,P2p://147.135.39.171:9906/5eab1909000c228af1eede892d3050ab.ts

true4U,P2p://147.135.39.171:9906/5eab17370005651ff1e7c084793a003f.ts

GMM,P2p://147.135.39.171:9906/5eab16a6000c396cf1e58be129124296.ts

Channel 8,P2p://147.135.39.171:9906/5eab16a5000e985cf1e588950451095a.ts

Channel 3 SD,P2p://147.135.39.171:9906/5eab1ad6000335e0f1f5e50f262a39fb.ts

Mono 29,P2p://147.135.39.171:9906/5eab16a4000cec8ff1e584404add19aa.ts

MCOT,P2p://147.135.39.171:9906/5eab16a4000231aff1e5818138aa7f9b.ts

One HD,P2p://147.135.39.171:9906/5eab16a700082c20f1e58ebf67cb0e5d.ts

Thairath TV,P2p://147.135.39.171:9906/5eab1736000eb17ff1e7befd38cd2c9a.ts

Channel 3 HD,P2p://147.135.39.171:9906/5eab16a3000493d0f1e57e3551bf4dcd.ts

Amarin TV,P2p://147.135.39.171:9906/5eab16a600050f01f1e58a0c26a1759c.ts

Channel 7,P2p://147.135.39.171:9906/5eab16a30009d299f1e57f8d19761bc6.ts

PPTV HD,P2p://147.135.39.171:9906/5eab17360001d134f1e7bbb1443657e0.ts

Boomerang,P2p://147.135.39.171:9906/5eab1ad50001baf4f1f5e0c9110e7ae1.ts

Jatingja,P2p://147.135.39.171:9906/5eab19ec00099ab7f1f254a5383660d1.ts

Toonee,P2p://147.135.39.171:9906/5eab190b0001a5b7f1eee3aa34132ec3.ts

Parliament TV,P2p://147.135.39.171:9906/5eab19ed000b837bf1f2590a01ea2295.ts

PBS,P2p://147.135.39.171:9906/5eab173600078a37f1e7bd285a956c80.ts

News 1,P2p://147.135.39.171:9906/5eab190a000538c0f1eee0ac72b53897.ts

Blue Sky,P2p://147.135.39.171:9906/5d028870000ecbfee31d2d4b2c8c1a6b.ts

M Channel,P2p://147.135.39.171:9906/5eab19ed00008bbcf1f2563b6a8f3b17.ts

Fox,P2p://147.135.39.171:9906/5eab1ad50007db33f1f5e2505d955253.ts

Zee Nung,P2p://147.135.39.171:9906/5eab1ad4000b6559f1f5df52241d7975.ts

JKN,P2p://147.135.39.171:9906/5d0288c6000eee53e31e7d3b04d62f5e.ts

Mono Plus,P2p://147.135.39.171:9906/5eab1ad3000c141ff1f5db99747d6e3a.ts

Channel 4050,P2p://147.135.39.171:9906/5eab190a000ab4d7f1eee21457940830.ts

历史频道HD,P2p://147.135.39.171:9906/5d9a353100091ac79cdc6c20164369b0.ts

H2,P2p://147.135.39.171:9906/5d9a3718000bb2899ce3db2404476f62.ts

Ci罪案侦缉HD,P2p://147.135.39.171:9906/5e9e6e670005ae36c07441c41ce47c56.ts

BBC Earth,P2p://147.135.39.171:9906/5e7cf264000516d63da78cde4a2240a2.ts

国家地理频道,P2p://147.135.39.171:9906/5ea13fdf0004d36ecb767e555c896a66.ts

国家地理频道悠人,P2p://147.135.39.171:9906/5ea1441e000473decb87144e4b600a26.ts

国家地理频道野生,P2p://147.135.39.171:9906/5ea13fdf000c8069cb7680495d882a82.ts

Discovery DMAX,P2p://147.135.39.171:9906/5e9b4b11000d8f76b4323bd8404c1e97.ts

Discovery EVE HD,P2p://147.135.39.171:9906/5ea13fe100060397cb76867304774d14.ts

Discovery亚洲,P2p://147.135.39.171:9906/5ea13bb1000a50e9cb662c0c47e9549f.ts

探索频道,P2p://147.135.39.171:9906/5ea13fde000ec14fcb767cee2fe05289.ts

Discovery科学,P2p://147.135.39.171:9906/5ea13fe1000b88c3cb7687db43d01a4a.ts

动物星球,P2p://147.135.39.171:9906/5ea13bb00003dd3ccb66267f33fc00d1.ts

Fashion TV,P2p://147.135.39.171:9906/5ee0b0f200002646c348aa803078676e.ts

GMA,P2p://147.135.39.171:9906/5ede79ff0008a439baa2077a56647f22.ts

TV5,P2p://147.135.39.171:9906/5ede79ff0000518cbaa205571a4f2fa7.ts

